Country Name,Country Code,Series Name,Series Code,1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Burundi,BDI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,48.59791032,48.00452171,47.16981169,40.73232545,42.02269313,53.38092151,42.42186415,44.53870405,47.63530413,44.10704011,43.84314206,43.33361124,42.8412837,41.90260497,40.84812339,40.63768227,34.93417192,38.0048233,36.72136414,38.43054529,36.704576,35.42003257,38.36740004,34.95819234,30.6846973,31.54433613,28.54664701,29.01190049,28.84439,28.62495,28.66022,
Burundi,BDI,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,89.587,89.035,88.302,87.558,86.936,86.11,85.19,84.263,83.629,82.998,82.406,81.851,81.342,80.909,80.517,80.185,79.913,79.673,79.579,79.506,79.336,79.193,79.08,78.952,79.31,79.528,79.628,79.639,79.451,78.487,79.11,79.734
Burundi,BDI,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,,,,,,,,85.39,,,,,,,,77.47,,69.99,,,,,,78.94,,,,,,78.56,,
Burundi,BDI,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,88.79366488,103.9915799,117.6309794,117.0125899,128.9192191,144.0976815,134.2470828,151.2772114,162.5614405,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.404146852,10.93764724,8.708311376,19.18264182,14.21163626,11.34652473,11.11842604,12.51728567,11.22264853,14.28486883,2.231654493,5.250891246,4.176259302,10.19707261,6.912457988,7.983750447,15.17068797,6.650520523,-1.270425968,1.466790097,3.968886345,1.081918279,0.802797601,0.611212666,1.006863707,4.705791509,3.702039188,4.531161684,5.66775246,-14.78340501,6.952448694,
Cabo Verde,CPV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.550907413,3.116664327,5.788395904,3.45205833,8.35152498,5.963619618,8.556062581,4.3942351,4.356433745,-2.477456685,3.349964723,1.884534101,1.188170386,-1.890821723,0.418891613,5.369076871,4.410997042,6.774435464,0.991103481,2.078664709,4.473883422,2.540396442,1.506542857,-0.238778145,0.131187999,-1.407816371,0.784415251,1.256995667,1.106666743,0.605795808,1.862152975,
Cabo Verde,CPV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.607,11.481,11.465,11.328,11.333,11.318,11.277,11.219,11.185,11.11,11.17,11.09,11.047,10.938,10.913,10.847,10.725,10.743,10.754,10.67,10.874,11.127,11.357,11.586,11.81,12.002,12.24,12.17,12.207,14.878,13.91,13.57
Cabo Verde,CPV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,10.67,,,,,31.31,,12.24,12.17,11.29,,,
Cabo Verde,CPV,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-2.177174419,-3.400947915,-4.879495534,-11.2472873,-12.65003597,-6.980648126,-6.058130236,-11.21113082,-12.61998977,-11.15448206,-9.899468106,-11.51468961,-11.12552196,-14.06358568,-4.182060988,-7.469492368,-13.09700275,-11.47989462,-14.42665213,-13.38827383,-16.32108966,-13.98310281,-5.801712451,-9.084398234,-3.168414855,-3.856575075,-7.88990115,-4.935769438,-1.100832778,-17.09204759,-12.88674317,
Cabo Verde,CPV,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,30.32637723,32.38157608,22.5279403,30.55918902,28.29412954,28.93080753,26.20735295,26.37790372,23.37704203,21.74719078,19.16407138,19.0535136,18.5259963,18.21808332,19.21107785,19.09227813,16.90383313,18.75820714,19.26121005,18.14870654,17.76438739,17.00466052,17.51543391,18.72760011,18.12140832,17.13039914,18.1919629,19.27924548,19.60576415,23.08724765,25.13545254,
Cabo Verde,CPV,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,56.28061596,55.82422367,67.33563364,56.58185795,58.02530198,58.6207114,62.11199528,62.67484663,62.97958803,65.38102652,69.4201626,70.59501515,71.33030545,71.91844896,71.78773483,72.58900974,60.95946371,59.7711409,60.1876225,61.16145047,60.60223412,62.16350572,61.82882905,61.23160908,60.51862181,61.78934002,61.23686691,60.90033048,61.38641248,58.86155918,57.31936595,
Cabo Verde,CPV,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,13.39300681,11.79420025,10.13642607,12.85895303,13.68056848,12.44848107,11.68065177,10.94724964,13.64336994,12.8717827,11.41576602,10.35147125,10.14369825,9.863467719,9.001187323,8.318712135,8.517737666,7.751864576,8.319046096,7.989777332,7.84317609,8.446544468,8.279068071,8.015767498,8.737394762,7.995741096,6.738689905,5.291984295,4.632906038,4.864050185,4.409768718,
Cabo Verde,CPV,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,60.802,60.714,60.626,60.538,60.45,60.362,60.273,60.185,60.097,60.008,59.92,59.831,59.742,59.654,59.565,59.476,59.387,59.298,59.209,59.12,59.129,59.137,59.146,59.154,59.163,59.171,59.18,55.56,57.43,54.249,55.302,56.131
Cabo Verde,CPV,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,,,,,,,,,,,,,,,,,,,,59.12,,,,,63.52,,59.18,55.56,57.43,,,
Cabo Verde,CPV,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,-34.80863877,9.903468901,5.89750561,4.006621073,4.681632108,12.70538113,9.993580322,8.148386098,6.578939503,8.505895557,10.34052878,13.25008691,10.77108367,10.21257391,6.691577475,0.086696959,5.963078575,7.069569946,7.313345505,7.356665149,7.142571101,6.965797814,6.933313973,6.996903699,7.469169207,7.054106932,-3.096006731,3.026389363,
Cambodia,KHM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,-0.798944338,7.150861409,7.960213978,14.80650354,4.008207021,-0.791992529,-0.6006483,0.211466568,0.941746118,4.319336774,6.61525912,5.810685505,8.708827706,24.09685193,-1.241717542,3.996395281,5.478447496,2.934316093,2.941625095,3.855688614,1.223931955,3.019139751,2.912635574,2.459085154,1.942575008,2.940295143,2.920734776,5.343702649
Cambodia,KHM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.749,0.768,0.813,1.38,0.785,0.84,0.913,0.952,0.898,0.972,1.04,1.107,1.121,1.134,1.13,1.209,1.26,0.82,0.58,0.77,0.58,0.509,0.44,0.69,0.39,0.72,0.14,0.142,0.146,0.298,0.295,0.361
Cambodia,KHM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,0.96,0.64,,0.04,2.76,2.06,,0.91,7.53,,,1.26,0.82,0.58,0.77,0.58,1.28,0.44,0.69,0.39,0.72,0.14,,0.5,,,
Cambodia,KHM,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,,,-4.101545893,-5.610017239,-5.396364431,-5.272770003,-6.095695646,-5.562662169,-5.332533225,-3.724453962,-2.205770968,-2.504811471,-5.01128424,-3.426728507,-4.878296808,-3.214866732,-4.900085002,-7.921003111,-7.127720402,-8.725793373,-7.996180362,-8.628378679,-8.508706246,-8.645981834,-8.855688651,-8.660457925,-8.149465352,-11.78412634,-15.00430698,-8.490403754,-45.69899092,
Cambodia,KHM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,12.64624299,13.72271556,14.26204476,14.9885658,16.38573699,16.70908181,18.03982643,21.85665448,22.28735278,24.253861,24.98565248,25.64542844,24.99143036,26.18317012,24.94428584,22.37178985,21.66174196,21.86862448,22.1418106,22.97645491,24.06765417,25.60686085,27.67957211,29.45196275,30.84892761,32.28939312,34.22605072,34.56006067,36.83478442,
Cambodia,KHM,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,39.42396786,36.25574963,34.19158176,35.98106942,35.08776269,34.80403174,35.44184751,37.14425755,38.39258369,39.31710715,38.19878091,39.2879715,39.07761336,38.7171341,38.50616496,38.84161754,38.78978724,38.30541045,37.50395576,37.77000542,38.50756446,39.7038516,39.83267342,39.88598082,39.72190635,39.49206626,38.84825035,36.60104395,34.17806816,
Cambodia,KHM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,45.29438218,45.55770954,47.72456021,44.46307956,44.44721268,44.47995896,40.90385299,35.91870323,34.32030026,31.12904348,31.97082205,29.38975764,30.71005759,30.05876192,29.69654194,32.75105777,33.49071752,33.87667876,34.55731403,33.51960361,31.59506243,28.87130353,26.58036001,24.74266442,23.36144048,22.0129559,20.71187069,22.69639521,22.84750006,
Cambodia,KHM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,78.624,78.455,78.433,80.887,80.547,80.4,79.736,79.055,78.357,77.643,76.912,76.165,75.401,74.621,73.825,73.012,72.184,71.341,70.483,69.609,68.722,67.82,69.083,70.318,71.524,72.7,73.845,74.958,76.04,75.317,75.784,75.713
Cambodia,KHM,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,,,86.16,,,79.69,74.07,77.04,80.43,78.59,83.54,,80.42,80.42,,,81.23,78.94,82.02,84.75,85.44,67.82,80.22,80.29,79.6,81.73,81.41,,76.04,,,
Cambodia,KHM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.808599373,-3.100003211,-7.932066574,1.876809226,2.894001377,4.21507215,4.527313766,4.725534848,4.511304221,3.832417795,4.324261192,4.477026829,5.453153691,7.048862823,2.228270206,3.809583273,4.327589013,2.847677889,2.579251775,2.899024724,3.379211288,4.625978719,4.995529159,5.719818144,5.666952991,4.535794236,3.541176549,3.95551424,3.475059979,0.259932916,3.649916886,
Cameroon,CMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.060051331,-0.016055046,-3.206554569,35.09446185,9.069690719,3.924063727,4.786238819,3.170751854,1.871745007,1.22719013,4.419772459,2.834422601,0.623163557,0.23364738,2.013539502,5.11757816,0.921402246,5.337806276,3.043618479,1.275380462,2.939699463,2.735296775,2.05034718,1.854898504,2.676235314,0.874190383,0.64040915,1.068858113,2.452802141,2.437608822,2.271857625,6.247677133
Cameroon,CMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.656,7.751,7.975,7.871,7.968,8.06,7.934,7.81,7.696,7.591,7.46,6.689,5.903,5.111,4.4,3.724,3.06,3.418,3.766,4.11,3.967,3.817,3.675,3.53,3.546,3.572,3.598,3.609,3.629,3.947,4.122,4.001
Cameroon,CMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,8.06,,,,,7.46,,,,4.4,,3.06,,,4.11,,,,3.53,,,,,,,,
Cameroon,CMR,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-2.83515944,-3.030075458,-3.165590117,-0.629820269,0.827012518,-2.584057868,-5.395971228,-1.334562493,-4.405668716,-2.066897831,-3.173944722,-3.537905523,-3.743729312,-2.210650468,-2.540058396,0.925460061,1.195552075,-1.629291505,-4.020970917,-3.116023274,-2.445884978,-3.170060136,-3.344599743,-3.853002965,-3.643845913,-3.068060219,-2.631028226,-3.525641561,-4.27282315,-3.709312644,-3.959209322,
Cameroon,CMR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,28.88150404,25.10875288,29.12908062,30.1027466,28.88443756,29.82662919,28.40748377,27.5442174,27.46055343,28.48270099,26.1843316,27.4755882,28.42339128,27.67688547,27.96574126,28.70456505,27.12517689,27.6000471,26.51125318,25.84451173,25.77675973,26.62487218,26.74194593,25.70780278,25.09148801,24.18214457,24.26219529,24.68223121,23.82687805,23.03806544,24.49813794,
Cameroon,CMR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,44.6979222,45.77347915,47.41899461,44.83161563,45.91205441,45.10764732,45.31126127,45.56927279,45.67887849,45.02945268,46.4356337,45.95072432,45.90001699,48.11040194,48.16268604,47.92962074,49.1015544,49.59949992,50.62330927,50.63272793,51.77038188,50.76169207,50.3174153,50.42782014,49.56032169,50.46646052,50.3626878,50.44644882,51.02687348,51.76192077,51.05502184,
Cameroon,CMR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,24.25902647,26.57966518,18.23672719,19.6097542,19.14485372,18.32231925,18.96788778,19.0010005,18.97879034,18.11774246,18.62095827,18.2716804,17.47378423,17.56095272,16.73417685,15.6250818,15.85753191,16.00119189,16.38719035,17.26971088,16.69739074,16.65724017,16.72366119,16.82583818,17.2094159,17.19266239,16.69294182,16.4988007,16.80228356,17.49686505,16.91056251,
Cameroon,CMR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,82.392,82.398,82.388,82.359,82.312,82.28,82.23,82.164,82.09,82.013,81.967,81.92,81.872,81.823,81.772,81.756,81.73,80.015,78.181,76.23,75.238,74.219,73.173,72.1,72.063,72.027,71.98,71.924,71.861,71.178,71.29,71.771
Cameroon,CMR,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,,,,,,68.3,,,,38.47,70.7,,,,71.5,,81.73,,,76.23,,,,72.1,,,,,,,,
Cameroon,CMR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,48.8665342,58.64613734,48.59731537,106.5005227,106.2809792,,,84.81026402,79.4576584,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,3.896151829,5.162913624,5.177635668,1.78997288,3.018050512,1.801518136,3.086980809,3.204200428,2.634303814,2.069409888,1.007622695,-2.928400167,3.08949462,3.146881372,1.762222549,2.329122506,2.870036075,0.659176864,1.001394414,3.039880225,2.777040554,1.879592028,-5.233024303,4.540887309,
Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.625864086,1.490132904,1.865079365,0.165562914,2.148760331,1.570531125,1.621216381,0.995942457,1.734842951,2.719439957,2.52512014,2.258394409,2.758563214,1.857258719,2.213552034,2.002025395,2.138383993,2.370270674,0.299466803,1.776871541,2.912135089,1.515678231,0.938291898,1.906635907,1.125241361,1.428759547,1.596884129,2.268225672,1.949269024,0.716999632,3.395193185,6.802801153
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.32,11.2,11.38,10.4,9.49,9.62,9.1,8.28,7.58,6.83,7.22,7.66,7.57,7.19,6.76,6.32,6.04,6.14,8.34,8.06,7.51,7.29,7.07,6.91,6.91,7,6.34,5.83,5.66,9.46,7.46,5.209
Canada,CAN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.32,11.2,11.38,10.4,9.49,9.62,9.1,8.28,7.58,6.83,7.22,7.66,7.57,7.19,6.76,6.32,6.04,6.14,8.34,8.06,7.51,7.29,7.07,6.91,6.91,7,6.34,5.83,5.66,9.46,7.46,5.26
Canada,CAN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-3.747944822,-3.666347691,-3.872858957,-2.405477497,-0.837893544,0.386298807,-1.371856705,-1.419513079,0.1246073,2.483228327,2.132369792,1.645030324,1.164988138,2.263150764,1.869656187,1.363656246,0.752359497,0.204634001,-2.966282423,-3.596185671,-2.774006026,-3.532247677,-3.146875451,-2.318921377,-3.513987167,-3.093111447,-2.803427477,-2.385071611,-1.953618737,-2.149797748,-0.274006304,
Canada,CAN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,27.71643906,26.83386866,27.87173944,29.50003752,28.44753546,27.57314103,27.90741045,28.39111972,29.21299152,28.84755448,28.68590191,29.3420195,25.07601821,26.35113316,27.1393406,26.6346688,26.61323518,27.13794246,24.41568255,23.29530055,24.02780289,24.62230596,,,,
Canada,CAN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,62.82292878,63.58332828,62.57092598,61.30066732,62.54146881,63.01576544,62.92361298,62.40435898,62.03346575,62.72319311,63.09642128,62.73445421,66.86904248,65.73341913,64.79820615,65.16324113,65.16744128,64.90199745,67.00099777,67.9588533,67.11667206,66.86584615,,,,
Canada,CAN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,2.139497957,2.16737424,2.196212585,2.091653007,2.117890672,1.987623221,2.053091392,2.167813111,1.880311458,1.701018459,1.587160732,1.768273548,1.549893275,1.493236081,1.765664466,1.811345744,1.894231512,1.586548077,1.869835946,1.862225893,1.889994632,1.699891576,,,,
Canada,CAN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,66.58,65.7,65.34,65.16,64.82,64.67,64.87,65.13,65.53,65.76,65.91,66.86,67.56,67.49,67.14,67.02,67.44,67.56,67.09,66.91,66.71,66.5,66.46,65.99,65.84,65.71,65.76,65.41,65.71,64.02,65.07,64.946
Canada,CAN,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,66.58,65.7,65.34,65.16,64.82,64.67,64.87,65.13,65.53,65.76,65.91,66.86,67.56,67.49,67.14,67.02,67.44,67.56,67.09,66.91,66.71,66.5,66.46,65.99,65.84,65.71,65.76,65.41,65.71,64.02,65.07,65
Canada,CAN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,77.55958276,78.29463153,74.92840957,72.48279976,66.24583175,58.73797424,57.45835645,54.14911949,51.27133706,46.80098583,46.06165142,43.29167819,39.15856395,45.32051127,53.19244667,53.14973296,54.11938584,55.72516494,53.20086908,51.48270813,55.99158378,56.0236244,54.46256518,53.15153565,53.41471055,75.01898708,64.4636519,
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,3.162625227,-0.357401201,-7.200482447,-2.715635262,1.169062198,1.229753657,1.27933102,2.654527985,2.833122226,3.239974339,3.184045923,4.267267452,3.87307586,-5.683975615,1.839256358,
Cayman Islands,CYM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,0.276140862,1.325435758,1.188948452,2.160611468,1.273979115,-2.347527702,-0.625258359,,,,,,
Cayman Islands,CYM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.91,,7.22,5.74,4.94,5.1,4.14,4.17,,,7.54,5.37,3.61,3.45,3.54,2.62,3.83,3.97,6.04,6.68,6.78,6.21,6.27,4.7,4.24,,,,,,,
Cayman Islands,CYM,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,-14.39203932,-16.86844965,-16.77179495,-10.8830309,-13.61307262,,
Cayman Islands,CYM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,9.828593363,9.650801805,9.084532433,7.903558921,7.065307699,6.813325371,6.857946093,6.923950601,6.896180449,7.006038297,7.28391279,7.193818235,7.414390774,7.699215683,7.957375514,,
Cayman Islands,CYM,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,83.5483461,84.43210272,85.00794521,86.90024767,87.60998059,87.31335858,87.19024612,87.19807969,87.31549236,87.43736965,86.86238163,87.10426038,86.11714108,86.17726548,86.92191203,,
Cayman Islands,CYM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,0.233902026,0.249991704,0.26235547,0.31423332,0.312850352,0.329023759,0.330634393,0.340974026,0.357974783,0.378694096,0.399458774,0.418315712,0.408587365,0.414204689,0.442011757,,
Cayman Islands,CYM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,81.54,,,,,,,,85.61,,,,,,83.99,83.16,82,84.09,84.17,81.77,80.8,83.69,83.05,82.64,82.78,,,,,,,
Cayman Islands,CYM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.552543005,-6.424078199,0.335275685,4.89994941,7.200045558,-4.000092964,5.299936018,4.700142379,3.599974904,-2.48943244,4.464739026,3.616542192,-5.397485219,5.994884228,0.908210515,4.77108543,4.607534855,2.054130962,8.587260426,4.630818432,4.194615337,5.053761254,-36.3919771,0.081070515,4.33712103,4.750316841,4.527278213,3.789443593,3.1,0.899999997,0.900000007,
Central African Republic,CAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-2.762362807,-1.033608117,-2.915358493,24.57101373,19.18940397,3.724941103,1.611313478,-1.885200962,-1.414202201,3.203400916,3.834860602,2.331817035,4.134709052,-2.066406011,2.883520734,6.695264658,0.959917619,9.258950994,3.521262272,1.4910237,1.194475724,5.478295943,6.98879342,14.89868418,1.402970171,4.945432761,4.180723319,1.61215687,2.685373553,1.710156595,4.259364175,
Central African Republic,CAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.363,5.437,5.466,5.47,5.442,5.458,5.461,5.405,5.365,5.297,5.333,5.367,5.387,5.34,5.333,5.292,5.258,5.206,5.272,5.518,5.457,5.44,5.452,5.577,5.737,5.746,5.762,5.7,5.755,6.38,6.458,6.363
Central African Republic,CAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-4.484683325,-5.882431624,-1.012695356,-2.899004627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,24.57368072,24.50992414,26.63835543,27.52307537,24.19130699,19.48250173,22.12525135,21.63823744,20.73722455,20.55575596,20.51197122,20.44818876,20.16072098,
Central African Republic,CAF,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,29.31143009,29.32937286,28.57003593,30.07332464,39.63574253,41.79309475,42.13239284,41.68102922,41.87957691,41.9693021,41.1485377,39.99309156,39.65844687,
Central African Republic,CAF,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,38.33386816,37.3635796,37.56902278,36.81416647,32.25890625,33.98562172,31.52738103,31.91899149,32.79017123,31.24133151,28.34183246,29.49593723,30.06692139,
Central African Republic,CAF,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,70.46,70.453,70.434,70.403,70.362,70.371,70.371,70.362,70.34,70.307,70.348,70.369,70.376,70.376,70.372,70.43,70.479,70.517,70.536,70.53,70.635,70.72,70.783,70.827,70.856,70.786,70.698,70.598,70.492,69.822,70.209,70.584
Central African Republic,CAF,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.535137166,8.001443346,-15.70983705,10.13688763,1.236549317,2.214473035,5.653392328,6.951579914,-0.682850217,-0.879681025,11.65813465,8.491209819,14.72166701,33.62937185,17.33253374,0.648262014,3.271499579,3.052691532,4.217695552,13.55010086,0.082869798,8.882576072,5.700001363,6.899985045,2.767675685,-6.255527085,-2.988695986,2.3740378,3.247181917,-1.600006737,-1.199990525,
Chad,TCD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.19387473,-3.113030672,-8.427933487,41.72489724,9.230325998,11.33087891,5.572257111,4.258851102,-8.025059627,3.822600881,12.43128653,5.191818952,-1.752569412,-5.355400289,7.890365675,8.03628898,-8.97473962,10.29697582,9.952422907,-2.077865746,2.029240537,7.516623647,0.222671565,1.681973139,4.377126651,-0.792440525,-1.53709963,4.274621986,-0.971939175,4.464144372,-0.77284437,
Chad,TCD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.662,0.661,0.7,0.675,0.708,0.724,0.737,0.753,0.787,0.806,0.799,0.823,0.827,0.805,0.856,0.912,0.924,0.943,0.958,0.952,1.005,1,1.027,1.042,1.072,1.118,1.127,1.13,1.12,1.645,1.538,1.412
Chad,TCD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,1.13,,,,
Chad,TCD,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-3.493319588,-4.553415094,-7.971270924,-3.199137423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,12.9031604,13.04742577,13.60643548,11.72821691,13.34296503,12.44695031,13.66709625,12.87215534,12.21439304,10.91266173,13.08315666,14.25984015,23.41350523,45.97528662,9.239160353,10.03454314,9.705057447,10.46866087,13.20989169,11.96806254,12.60900443,12.93363239,13.32971956,14.51112074,13.65213457,13.65922911,14.62854777,14.36951885,14.27005097,15.95747406,10.90044319,
Chad,TCD,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,48.88142111,49.74484282,51.65484184,49.42005416,49.42300755,46.27143434,43.98419387,43.68317991,45.49412405,44.57949473,42.99815227,43.93205508,40.39867431,28.68792715,35.06782703,32.52468987,33.24858476,32.56866544,37.5114997,33.41279742,32.59309775,31.824469,33.0200058,31.09100729,33.03970976,30.49304264,33.50713083,37.52507707,40.46735294,43.57782534,35.65986045,
Chad,TCD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,35.50774911,34.32443894,31.37189478,37.21826977,35.05869459,37.54791875,38.34466366,39.00494665,38.06880108,40.70509403,40.2954383,37.9029524,32.28602338,22.89717623,53.81412435,55.77192044,54.67325498,54.5898348,46.54939263,51.94562302,51.19620013,54.89981381,50.04519248,50.64757656,50.3955823,46.12580311,48.61308641,45.09623634,42.59444912,46.83284533,53.9885732,
